,G,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Win,Winby,Minutes,Age_y
0,1.0,12,20,.600,0,2,.000,1,3,.333,2,4,6,9,4,0,2,3,25,24.7,-9,0,-14,42.833333333333336,18.83013698630137
1,2.0,8,17,.471,1,5,.200,4,7,.571,2,10,12,8,1,0,7,1,21,14.7,-3,0,-9,40.35,18.832876712328765
2,3.0,3,12,.250,0,1,.000,2,2,1.000,0,4,4,6,2,0,2,3,8,5.0,-21,0,-19,39.166666666666664,18.838356164383562
3,4.0,3,11,.273,0,2,.000,1,1,1.000,2,9,11,7,2,3,2,1,7,11.2,-3,0,-4,41.1,18.84931506849315
4,5.0,8,18,.444,1,2,.500,6,7,.857,0,5,5,3,0,0,7,2,23,9.0,-7,0,-1,43.733333333333334,18.854794520547944
5,6.0,8,19,.421,0,0,,1,4,.250,5,3,8,9,1,1,2,1,17,15.7,+14,1,13,44.5,18.85753424657534
6,7.0,7,12,.583,3,3,1.000,0,0,,1,4,5,4,1,1,2,0,17,15.8,+20,1,14,33.65,18.863013698630137
7,8.0,6,15,.400,2,5,.400,4,6,.667,1,2,3,7,2,1,4,3,18,12.8,-4,0,-5,42.666666666666664,18.86849315068493
8,9.0,3,12,.250,2,4,.500,2,4,.500,1,4,5,3,0,0,4,3,10,0.8,-1,0,-9,35.6,18.873972602739727
9,10.0,10,19,.526,0,1,.000,2,4,.500,0,5,5,8,1,2,5,2,22,15.6,+8,1,3,46.95,18.876712328767123
10,11.0,6,16,.375,0,2,.000,2,4,.500,2,5,7,8,0,1,3,2,14,9.8,+1,1,8,39.416666666666664,18.884931506849316
11,12.0,10,18,.556,2,4,.500,6,8,.750,2,5,7,8,2,1,4,2,28,25.0,-5,0,-11,39.15,18.887671232876713
12,13.0,8,19,.421,0,2,.000,3,3,1.000,2,7,9,2,1,0,1,4,19,12.2,-5,0,-14,35.3,18.893150684931506
13,14.0,3,16,.188,0,1,.000,9,10,.900,2,4,6,4,2,1,3,1,15,9.3,-6,0,-9,42.3,18.895890410958906
14,15.0,5,17,.294,1,4,.250,4,4,1.000,2,6,8,9,0,0,4,1,15,10.2,-13,0,-10,38.8,18.90684931506849
15,16.0,2,8,.250,0,2,.000,2,3,.667,0,2,2,7,0,0,4,3,6,1.1,-10,0,-4,36.45,18.912328767123288
16,17.0,14,28,.500,3,6,.500,2,3,.667,2,14,16,7,1,1,8,1,33,22.4,-10,0,-7,54.68333333333333,18.915068493150685
17,18.0,6,19,.316,2,3,.667,5,7,.714,3,3,6,5,2,0,2,4,19,12.2,-12,0,-12,32.516666666666666,18.923287671232877
18,19.0,2,13,.154,0,3,.000,0,0,,4,2,6,8,2,0,5,2,4,0.9,+3,0,-10,34.083333333333336,18.926027397260274
19,20.0,4,12,.333,0,2,.000,0,0,,1,5,6,5,2,1,3,2,8,5.8,-5,1,10,36.06666666666667,18.934246575342467
20,21.0,7,16,.438,0,0,,4,4,1.000,0,5,5,3,1,0,2,2,18,11.4,-2,0,-7,37.05,18.942465753424656
21,22.0,8,21,.381,1,3,.333,6,8,.750,1,2,3,9,1,1,4,3,23,14.8,+9,1,9,42.766666666666666,18.947945205479453
22,23.0,10,20,.500,1,5,.200,16,18,.889,1,2,3,4,0,0,2,2,37,27.5,-2,0,-7,45.416666666666664,18.953424657534246
23,24.0,10,16,.625,0,3,.000,7,8,.875,1,3,4,6,3,3,6,1,27,23.9,-12,0,-10,43.666666666666664,18.958904109589042
24,25.0,7,19,.368,2,4,.500,1,2,.500,0,1,1,3,0,0,2,2,17,5.7,-9,0,-4,36.0,18.964383561643835
25,26.0,14,24,.583,5,7,.714,3,3,1.000,1,3,4,5,4,0,4,1,36,29.5,+9,1,7,41.68333333333333,18.96986301369863
26,27.0,11,22,.500,0,5,.000,10,12,.833,1,5,6,10,2,2,4,2,32,28.0,+9,1,8,41.733333333333334,18.972602739726028
27,28.0,7,22,.318,1,6,.167,7,8,.875,2,4,6,2,6,1,5,1,22,14.3,+9,1,11,39.166666666666664,18.980821917808218
28,29.0,13,28,.464,4,10,.400,4,5,.800,1,1,2,6,2,1,8,0,34,19.1,-9,0,-12,47.1,18.986301369863014
29,30.0,7,24,.292,1,4,.250,3,4,.750,1,2,3,4,1,2,5,0,18,5.1,-12,0,-7,34.333333333333336,18.98904109589041
30,31.0,15,23,.652,0,2,.000,2,2,1.000,3,7,10,9,3,0,5,1,32,30.0,+11,1,12,39.083333333333336,18.994520547945207
31,32.0,9,20,.450,0,4,.000,4,6,.667,2,8,10,4,0,0,4,2,22,12.6,-2,0,-3,38.11666666666667,19.0
32,33.0,6,19,.316,0,4,.000,2,4,.500,1,3,4,9,1,0,3,2,14,7.4,-14,0,-15,36.06666666666667,19.008219178082193
33,34.0,6,17,.353,0,2,.000,2,2,1.000,0,4,4,10,1,1,4,1,14,10.0,+10,1,11,41.416666666666664,19.019178082191782
34,35.0,10,23,.435,0,3,.000,1,2,.500,0,2,2,5,0,0,2,3,21,9.4,-2,0,-6,38.233333333333334,19.02191780821918
35,36.0,7,19,.368,0,3,.000,5,7,.714,0,3,3,6,3,0,5,1,19,10.4,-30,0,-25,42.21666666666667,19.027397260273972
36,37.0,6,20,.300,0,3,.000,4,5,.800,1,4,5,7,1,1,6,3,16,5.3,+3,0,-10,36.43333333333333,19.035616438356165
37,38.0,11,26,.423,0,1,.000,5,6,.833,4,5,9,9,2,0,4,2,27,20.6,+11,1,8,43.9,19.03835616438356
38,39.0,8,21,.381,2,5,.400,11,13,.846,2,4,6,6,3,0,2,0,29,24.5,-14,0,-17,43.416666666666664,19.043835616438358
39,40.0,12,28,.429,2,4,.500,3,5,.600,1,6,7,2,2,1,4,2,29,15.2,+8,1,6,44.416666666666664,19.04931506849315
43,41.0,7,19,.368,1,2,.500,1,2,.500,0,5,5,3,0,2,3,4,16,5.5,-10,1,1,29.966666666666665,19.073972602739726
44,42.0,10,25,.400,0,1,.000,7,10,.700,0,5,5,4,2,1,1,1,27,17.9,+2,1,1,44.4,19.07945205479452
45,43.0,7,25,.280,1,6,.167,5,8,.625,2,6,8,3,1,0,5,5,20,3.4,+3,0,-6,37.28333333333333,19.084931506849315
46,44.0,14,27,.519,1,2,.500,9,11,.818,3,3,6,4,0,2,6,4,38,23.5,0,1,4,43.4,19.09041095890411
47,45.0,5,19,.263,0,1,.000,2,2,1.000,1,3,4,6,2,0,1,2,12,6.7,-1,1,3,38.18333333333333,19.095890410958905
48,46.0,12,26,.462,4,4,1.000,4,5,.800,0,4,4,4,0,0,0,0,32,22.2,-2,0,-5,43.083333333333336,19.0986301369863
49,47.0,6,18,.333,1,3,.333,1,4,.250,1,8,9,5,0,0,3,2,14,5.4,-16,0,-11,44.583333333333336,19.104109589041094
50,48.0,6,16,.375,0,0,,2,2,1.000,0,0,0,6,4,1,3,2,14,10.3,-24,0,-18,34.06666666666667,19.106849315068494
51,49.0,9,25,.360,1,6,.167,5,6,.833,0,6,6,3,2,1,1,3,24,14.1,+19,1,8,43.3,19.112328767123287
52,50.0,2,13,.154,0,1,.000,5,5,1.000,1,1,2,5,1,0,5,0,9,1.2,-12,0,-20,29.533333333333335,19.117808219178084
53,51.0,6,12,.500,0,0,,4,4,1.000,2,2,4,9,0,1,5,2,16,13.2,-15,0,-16,33.65,19.136986301369863
54,52.0,14,23,.609,0,0,,4,4,1.000,2,9,11,2,2,1,2,0,32,27.7,+3,1,2,39.61666666666667,19.14246575342466
55,53.0,7,20,.350,0,0,,8,12,.667,1,4,5,3,1,0,1,2,22,12.4,+11,1,6,43.78333333333333,19.147945205479452
56,54.0,7,16,.438,1,5,.200,6,6,1.000,0,4,4,6,2,5,1,3,21,21.3,+4,1,4,36.6,19.15068493150685
57,55.0,5,18,.278,0,2,.000,1,3,.333,2,5,7,5,2,1,2,1,11,6.3,-5,0,-6,38.63333333333333,19.156164383561645
58,56.0,11,19,.579,1,1,1.000,7,8,.875,1,10,11,3,3,1,5,1,30,24.8,+7,1,5,49.21666666666667,19.161643835616438
59,57.0,7,17,.412,0,2,.000,4,6,.667,0,3,3,3,4,1,3,2,18,12.0,-4,0,-11,40.8,19.16986301369863
60,58.0,9,17,.529,1,2,.500,5,6,.833,1,6,7,3,1,1,1,0,24,20.6,+22,1,32,27.6,19.175342465753424
61,59.0,7,17,.412,2,2,1.000,3,4,.750,2,4,6,4,2,0,4,5,19,10.9,+1,1,3,37.78333333333333,19.18082191780822
62,60.0,11,24,.458,0,3,.000,2,3,.667,2,5,7,10,4,1,2,3,24,22.6,+9,1,9,42.7,19.183561643835617
63,61.0,11,23,.478,1,4,.250,11,13,.846,2,4,6,7,1,0,2,1,34,27.6,+11,1,6,45.1,19.18904109589041
64,62.0,4,13,.308,0,0,,6,7,.857,1,2,3,4,1,0,2,2,14,8.4,+16,1,14,33.766666666666666,19.194520547945206
65,63.0,12,22,.545,0,2,.000,2,4,.500,0,3,3,4,3,1,4,3,26,16.8,+5,1,3,44.15,19.205479452054796
66,64.0,5,16,.313,2,3,.667,5,8,.625,3,2,5,8,0,5,4,1,17,14.0,+24,1,24,32.13333333333333,19.21095890410959
67,65.0,4,14,.286,0,2,.000,6,10,.600,0,0,0,7,2,1,2,3,14,8.6,-2,0,-9,34.266666666666666,19.21917808219178
68,66.0,5,17,.294,1,4,.250,4,5,.800,2,5,7,3,0,2,4,4,15,5.5,-21,0,-20,36.75,19.224657534246575
69,67.0,8,21,.381,2,5,.400,7,9,.778,1,1,2,6,3,1,5,0,25,16.6,-12,0,-17,40.96666666666667,19.23013698630137
